PheCode	Phenotype	Ethnicity	Prevalence	Cases	Controls
290.0	Delirium dementia and amnestic and other cognitive disorders	Asian (all)	0.06	6.0	9629.0
316.0	Substance addiction and disorders	Asian (all)	0.1	9.0	9244.0
317.0	Alcohol-related disorders	Asian (all)	0.89	83.0	9244.0
317.1	Alcoholism	Asian (all)	1.22	114.0	9244.0
318.0	Tobacco use disorder	Asian (all)	4.7	456.0	9244.0
295.1	Schizophrenia	Asian (all)	0.24	22.0	9056.0
296.22	Major depressive disorder	Asian (all)	0.1	9.0	9056.0
301.1	Schizoid personality disorder	Asian (all)	0.0	0.0	9056.0
295.2	Paranoid disorders	Asian (all)	0.07	6.0	9056.0
296.1	Bipolar	Asian (all)	0.22	20.0	9056.0
301.0	Personality disorders	Asian (all)	0.06	5.0	9056.0
300.4	Dysthymic disorder	Asian (all)	0.01	1.0	9056.0
300.13	Phobia	Asian (all)	0.23	21.0	9056.0
300.12	Agorophobia, social phobia, and panic disorder	Asian (all)	0.28	25.0	9056.0
300.11	Generalized anxiety disorder	Asian (all)	0.01	1.0	9056.0
300.3	Obsessive-compulsive disorders	Asian (all)	0.03	3.0	9056.0
300.8	Acute reaction to stress	Asian (all)	0.06	5.0	9056.0
300.9	Posttraumatic stress disorder	Asian (all)	0.03	3.0	9056.0
304.0	Adjustment reaction	Asian (all)	0.09	8.0	9056.0
303.1	Dissociative disorder	Asian (all)	0.02	2.0	9056.0
303.0	Psychogenic and somatoform disorders	Asian (all)	0.0	0.0	9056.0
295.0	Schizophrenia and other psychotic disorders	Asian (all)	0.0	0.0	9056.0
303.4	Somatoform disorder	Asian (all)	0.02	2.0	9056.0
303.3	Psychogenic disorder	Asian (all)	0.09	8.0	9056.0
300.0	Anxiety, phobic and dissociative disorders	Asian (all)	0.09	8.0	9056.0
306.0	Other mental disorder	Asian (all)	5.34	511.0	9056.0
305.2	Eating disorder	Asian (all)	0.0	0.0	9056.0
305.21	Anorexia nervosa	Asian (all)	0.0	0.0	9056.0
327.0	Sleep disorders	Asian (all)	0.37	36.0	9625.0
327.4	Insomnia	Asian (all)	0.0	0.0	9625.0
327.1	Hypersomnia	Asian (all)	0.0	0.0	9625.0
327.6	Circadian rhythm sleep disorder	Asian (all)	0.0	0.0	9625.0
327.5	Parasomnia	Asian (all)	0.0	0.0	9625.0
302.0	Sexual and gender identity disorders	Asian (all)	0.18	16.0	9056.0
302.1	Decreased libido	Asian (all)	0.0	0.0	9056.0
605.0	Erectile dysfunction [ED]	Asian (all)	0.3	28.0	9256.0
301.2	Antisocial/borderline personality disorder	Asian (all)	0.01	1.0	9056.0
312.3	Impulse control disorder	Asian (all)	0.0	0.0	9800.0
315.0	Develomental delays and disorders	Asian (all)	0.12	12.0	9800.0
315.3	Mental retardation	Asian (all)	0.0	0.0	9800.0
315.2	Speech and language disorder	Asian (all)	0.01	1.0	9800.0
315.1	Learning disorder	Asian (all)	0.06	6.0	9800.0
313.3	Autism	Asian (all)	0.02	2.0	9800.0
312.0	Conduct disorders	Asian (all)	0.02	2.0	9800.0
313.0	Pervasive developmental disorders	Asian (all)	0.0	0.0	9800.0
313.2	Tics and stuttering	Asian (all)	0.01	1.0	9800.0
344.0	Other paralytic syndromes	Asian (all)	0.21	20.0	9490.0
323.8	Encephalitis, non-infectious	Asian (all)	0.01	1.0	9795.0
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	Asian (all)	0.0	0.0	9795.0
334.1	Spinocerebellar disease	Asian (all)	0.04	4.0	9490.0
334.2	Anterior horn cell disease	Asian (all)	0.03	3.0	9490.0
357.0	Inflammatory and toxic neuropathy	Asian (all)	0.35	34.0	9776.0
332.0	Parkinson's disease	Asian (all)	0.32	30.0	9490.0
349.0	Other and unspecified disorders of the nervous system	Asian (all)	0.12	11.0	9490.0
333.8	Other degenerative diseases of the basal ganglia	Asian (all)	0.02	2.0	9490.0
333.4	Torsion dystonia	Asian (all)	0.04	4.0	9490.0
333.0	Extrapyramidal disease and abnormal movement disorders	Asian (all)	0.07	7.0	9490.0
333.1	Essential tremor	Asian (all)	0.04	4.0	9490.0
333.2	Myoclonus	Asian (all)	0.0	0.0	9490.0
331.9	Cerebral degeneration, unspecified	Asian (all)	0.12	11.0	9490.0
334.0	Degenerative disease of the spinal cord	Asian (all)	0.38	36.0	9490.0
335.0	Multiple sclerosis	Asian (all)	0.06	6.0	9490.0
341.0	Other demyelinating diseases of central nervous system	Asian (all)	0.04	4.0	9490.0
323.2	Acute (transverse) myelitis	Asian (all)	0.01	1.0	9795.0
345.0	Epilepsy, recurrent seizures, convulsions	Asian (all)	0.82	78.0	9490.0
345.12	Partial epilepsy	Asian (all)	0.07	7.0	9490.0
345.1	Epilepsy	Asian (all)	0.14	13.0	9490.0
345.11	Generalized convulsive epilepsy	Asian (all)	0.07	7.0	9490.0
345.3	Convulsions	Asian (all)	0.62	59.0	9490.0
340.0	Migraine	Asian (all)	1.11	106.0	9401.0
340.1	Migrain with aura	Asian (all)	0.06	6.0	9401.0
339.0	Other headache syndromes	Asian (all)	3.55	346.0	9401.0
306.9	Tension headache	Asian (all)	0.2	18.0	9056.0
433.31	Transient cerebral ischemia	Asian (all)	0.54	52.0	9561.0
362.4	Retinal vascular changes and abnomalities	Asian (all)	0.5	47.0	9300.0
433.0	Cerebrovascular disease	Asian (all)	0.39	37.0	9561.0
327.41	Organic or persistent insomnia	Asian (all)	0.05	5.0	9625.0
291.8	Alteration of consciousness	Asian (all)	0.26	25.0	9629.0
327.3	Sleep apnea	Asian (all)	1.79	175.0	9625.0
347.0	Cataplexy and narcolepsy	Asian (all)	0.01	1.0	9490.0
352.1	Trigeminal nerve disorders [CN5]	Asian (all)	0.13	12.0	9459.0
352.2	Facial nerve disorders [CN7]	Asian (all)	0.42	40.0	9459.0
352.0	Disorders of other cranial nerves	Asian (all)	0.01	1.0	9459.0
353.0	Nerve root and plexus disorders	Asian (all)	0.31	29.0	9459.0
353.1	Nerve plexus lesions	Asian (all)	0.01	1.0	9459.0
353.2	Nerve root lesions	Asian (all)	0.03	3.0	9459.0
722.9	Other and unspecified disc disorder	Asian (all)	1.19	115.0	9558.0
907.0	Injuries to the nervous system	Asian (all)	0.25	25.0	9798.0
351.0	Other peripheral nerve disorders	Asian (all)	2.9	283.0	9459.0
355.0	Complex regional/central pain syndrome	Asian (all)	0.01	1.0	9459.0
356.0	Hereditary and idiopathic peripheral neuropathy	Asian (all)	0.01	1.0	9776.0
316.1	Polyneuropathy due to drugs	Asian (all)	0.01	1.0	9244.0
250.6	Polyneuropathy in diabetes	Asian (all)	0.32	26.0	8014.0
358.1	Myasthenia gravis	Asian (all)	0.02	2.0	9776.0
358.0	Myoneural disorders	Asian (all)	0.02	2.0	9776.0
359.2	Myopathy	Asian (all)	0.09	9.0	9776.0
359.1	Muscular dystrophies	Asian (all)	0.03	3.0	9776.0
343.0	Infantile cerebral palsy	Asian (all)	0.0	0.0	9490.0
342.0	Hemiplegia	Asian (all)	0.64	61.0	9490.0
337.0	Disorders of the autonomic nervous system	Asian (all)	0.01	1.0	9490.0
337.1	Peripheral autonomic neuropathy	Asian (all)	0.01	1.0	9490.0
752.2	Other specified congenital anomalies of nervous system	Asian (all)	0.01	1.0	9812.0
331.1	Hydrocephalus	Asian (all)	0.14	13.0	9490.0
348.4	Cerebral cysts	Asian (all)	0.05	5.0	9490.0
348.0	Other conditions of brain	Asian (all)	0.08	8.0	9490.0
348.2	Cerebral edema and compression of brain	Asian (all)	0.08	8.0	9490.0
798.1	Chronic fatigue syndrome	Asian (all)	0.06	6.0	9713.0
348.9	Other conditions of brain, NOS	Asian (all)	0.05	5.0	9490.0
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	Asian (all)	0.12	11.0	9107.0
371.3	Inflammation of eyelids	Asian (all)	1.04	100.0	9489.0
371.33	Noninfectious dermatoses of eyelid	Asian (all)	0.0	0.0	9489.0
374.0	Other disorders of eyelids	Asian (all)	0.98	94.0	9489.0
374.1	Ectropion or entropion	Asian (all)	0.19	18.0	9489.0
374.2	Lagophthalmos	Asian (all)	0.01	1.0	9489.0
374.3	Ptosis of eyelid	Asian (all)	0.6	57.0	9489.0
375.0	Disorders of lacrimal system	Asian (all)	1.01	97.0	9530.0
375.2	Epiphora	Asian (all)	0.32	31.0	9530.0
376.0	Disorders of the orbit	Asian (all)	0.02	2.0	9530.0
371.9	Chronic inflammatory disorders of orbit	Asian (all)	0.01	1.0	9489.0
242.3	Exophthalmos	Asian (all)	0.04	4.0	9198.0
369.5	Conjunctivitis, infectious	Asian (all)	0.13	12.0	9489.0
371.2	Conjunctivitis, noninfectious	Asian (all)	0.0	0.0	9489.0
372.0	Disorders of conjunctiva	Asian (all)	0.47	45.0	9489.0
695.22	Pemphigus and pemphigoid	Asian (all)	0.11	11.0	9638.0
371.0	Inflammation of the eye	Asian (all)	0.09	9.0	9489.0
379.0	Other disorders of eye	Asian (all)	0.13	12.0	9530.0
379.1	Scleritis and episcleritis	Asian (all)	0.03	3.0	9530.0
370.0	Keratitis	Asian (all)	0.04	4.0	9489.0
370.1	Corneal ulcer	Asian (all)	0.02	2.0	9489.0
370.3	Keratoconjunctivitis	Asian (all)	0.01	1.0	9489.0
364.1	Corneal opacity	Asian (all)	0.06	6.0	9402.0
364.0	Corneal opacity and other disorders of cornea	Asian (all)	0.05	5.0	9402.0
364.2	Corneal edema	Asian (all)	0.06	6.0	9402.0
364.4	Corneal degenerations	Asian (all)	0.04	4.0	9402.0
364.5	Corneal dystrophy	Asian (all)	0.01	1.0	9402.0
364.41	Keratoconus	Asian (all)	0.09	8.0	9402.0
360.0	Disorders of the globe	Asian (all)	0.02	2.0	9402.0
371.1	Uveitis, noninfectious or NOS	Asian (all)	0.22	21.0	9489.0
379.5	Disorders of iris and ciliary body	Asian (all)	0.23	22.0	9530.0
366.2	Senile cataract	Asian (all)	5.42	490.0	8550.0
379.3	Aphakia and other disorders of lens	Asian (all)	0.8	77.0	9530.0
366.0	Cataract	Asian (all)	11.23	1082.0	8550.0
366.1	Nonsenile Cataract	Asian (all)	0.11	9.0	8550.0
366.3	Traumatic cataract	Asian (all)	0.0	0.0	8550.0
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	Asian (all)	0.04	4.0	9402.0
363.3	Chorioretinal scars	Asian (all)	0.02	2.0	9402.0
363.4	Choroidal degenerations	Asian (all)	0.0	0.0	9402.0
361.1	Retinal detachment with retinal defect	Asian (all)	0.32	30.0	9402.0
361.2	Retinoschisis and retinal cysts	Asian (all)	0.04	4.0	9402.0
361.0	Retinal detachments and defects	Asian (all)	0.39	37.0	9402.0
362.0	Other retinal disorders	Asian (all)	0.68	64.0	9300.0
362.1	Retinopathy of prematurity	Asian (all)	0.0	0.0	9300.0
362.3	Other nondiabetic retinopathy	Asian (all)	0.09	8.0	9300.0
362.29	Macular degeneration (senile) of retina NOS	Asian (all)	1.01	95.0	9300.0
362.6	Peripheral retinal degenerations	Asian (all)	0.08	7.0	9300.0
362.7	Hereditary retinal dystrophies	Asian (all)	0.03	3.0	9300.0
362.8	Retinal hemorrhage/ischemia	Asian (all)	0.0	0.0	9300.0
362.31	Separation of retinal layers	Asian (all)	0.08	7.0	9300.0
365.0	Glaucoma	Asian (all)	1.64	157.0	9402.0
365.11	Primary open angle glaucoma	Asian (all)	0.56	53.0	9402.0
365.2	Primary angle-closure glaucoma	Asian (all)	0.2	19.0	9402.0
379.2	Disorders of vitreous body	Asian (all)	0.42	40.0	9530.0
360.2	Progressive myopia	Asian (all)	0.09	8.0	9402.0
360.3	Hypotony of eye	Asian (all)	0.0	0.0	9402.0
377.3	Optic neuritis/neuropathy	Asian (all)	0.03	3.0	9530.0
377.0	Disorders of optic nerve and visual pathways	Asian (all)	0.07	7.0	9530.0
377.1	Optic atrophy	Asian (all)	0.03	3.0	9530.0
378.5	Paralytic strabismus	Asian (all)	0.07	7.0	9530.0
378.0	Strabismus and other disorders of binocular eye movements	Asian (all)	0.0	0.0	9530.0
378.1	Strabismus (not specified as paralytic)	Asian (all)	0.22	21.0	9530.0
367.0	Disorders of refraction and accommodation; blindness and low vision	Asian (all)	0.04	4.0	9751.0
367.8	Hypermetropia	Asian (all)	0.06	6.0	9751.0
367.1	Myopia	Asian (all)	0.37	36.0	9751.0
367.2	Astigmatism	Asian (all)	0.06	6.0	9751.0
368.3	Anisometropia	Asian (all)	0.1	10.0	9716.0
367.4	Presbyopia	Asian (all)	0.0	0.0	9751.0
368.7	Disorders of accommodation	Asian (all)	0.0	0.0	9716.0
368.0	Visual disturbances	Asian (all)	0.39	38.0	9716.0
368.1	Amblyopia	Asian (all)	0.11	11.0	9716.0
368.9	Subjective visual disturbances	Asian (all)	0.2	19.0	9716.0
368.2	Diplopia and disorders of binocular vision	Asian (all)	0.21	20.0	9716.0
368.4	Visual field defects	Asian (all)	0.13	13.0	9716.0
368.5	Color vision deficiencies	Asian (all)	0.0	0.0	9716.0
367.9	Blindness and low vision	Asian (all)	0.25	24.0	9751.0
378.2	Nystagmus and other irregular eye movements	Asian (all)	0.06	6.0	9530.0
379.4	Anomalies of pupillary function	Asian (all)	0.01	1.0	9530.0
379.9	Pain, swelling or discharge of eye	Asian (all)	0.1	10.0	9530.0
380.1	Otitis externa	Asian (all)	0.15	15.0	9786.0
686.1	Carbuncle and furuncle	Asian (all)	1.29	124.0	9484.0
385.3	Cholesteatoma	Asian (all)	0.22	21.0	9683.0
380.0	Disorders of external ear	Asian (all)	0.16	16.0	9786.0
380.4	Impacted cerumen	Asian (all)	0.08	8.0	9786.0
381.11	Suppurative and unspecified otitis media	Asian (all)	0.29	28.0	9683.0
381.2	Eustachian tube disorders	Asian (all)	0.04	4.0	9683.0
381.3	Mastoiditis & related conditions	Asian (all)	0.04	4.0	9683.0
384.4	Perforation of tympanic membrane	Asian (all)	0.53	52.0	9683.0
384.0	Other disorders of tympanic membrane	Asian (all)	0.1	10.0	9683.0
384.1	Myringitis	Asian (all)	0.01	1.0	9683.0
385.0	Other disorders of middle ear and mastoid	Asian (all)	0.07	7.0	9683.0
385.5	Tympanosclerosis and middle ear disease related to otitis media	Asian (all)	0.09	9.0	9683.0
383.0	Otosclerosis	Asian (all)	0.13	13.0	9683.0
386.0	Vertiginous syndromes and other disorders of vestibular system	Asian (all)	0.01	1.0	9578.0
386.1	Meniere's disease	Asian (all)	0.03	3.0	9578.0
386.21	Central origin vertigo	Asian (all)	0.0	0.0	9578.0
386.3	Labyrinthitis	Asian (all)	0.27	26.0	9578.0
389.3	Degenerative and vascular disorders of ear	Asian (all)	0.01	1.0	9676.0
389.0	Hearing loss	Asian (all)	1.02	100.0	9676.0
389.2	Conductive hearing loss	Asian (all)	0.15	15.0	9676.0
389.1	Sensorineural hearing loss	Asian (all)	0.3	29.0	9676.0
382.0	Otalgia	Asian (all)	0.09	9.0	9683.0
381.9	Otorrhea	Asian (all)	0.09	9.0	9683.0
389.4	Tinnitus	Asian (all)	0.22	21.0	9676.0
389.5	Disorders of acoustic nerve	Asian (all)	0.0	0.0	9676.0
388.0	Other disorders of ear	Asian (all)	0.02	2.0	9676.0
41.21	Rheumatic fever / chorea	Asian (all)	0.02	2.0	9220.0
394.4	Acute rheumatic heart disease	Asian (all)	0.03	3.0	9605.0
420.21	Acute pericarditis	Asian (all)	0.07	7.0	9725.0
420.1	Myocarditis	Asian (all)	0.0	0.0	9725.0
394.2	Mitral valve disease	Asian (all)	1.01	98.0	9605.0
394.0	Rheumatic disease of the heart valves	Asian (all)	0.38	37.0	9605.0
394.3	Aortic valve disease	Asian (all)	0.46	44.0	9605.0
394.7	Disease of tricuspid valve	Asian (all)	0.45	43.0	9605.0
395.1	Nonrheumatic mitral valve disorders	Asian (all)	0.94	91.0	9605.0
395.2	Nonrheumatic aortic valve disorders	Asian (all)	0.1	10.0	9605.0
420.22	Chronic pericarditis	Asian (all)	0.04	4.0	9725.0
401.1	Essential hypertension	Asian (all)	29.24	2866.0	6934.0
401.21	Hypertensive heart disease	Asian (all)	0.17	12.0	6934.0
401.22	Hypertensive chronic kidney disease	Asian (all)	1.46	103.0	6934.0
401.2	Hypertensive heart and/or renal disease	Asian (all)	0.07	5.0	6934.0
401.3	Other hypertensive complications	Asian (all)	0.09	6.0	6934.0
411.3	Angina pectoris	Asian (all)	8.28	759.0	8404.0
411.1	Unstable angina (intermediate coronary syndrome)	Asian (all)	3.3	287.0	8404.0
411.2	Myocardial infarction	Asian (all)	6.3	565.0	8404.0
414.0	Other forms of chronic heart disease	Asian (all)	0.84	71.0	8404.0
411.9	Other acute and subacute forms of ischemic heart disease	Asian (all)	0.86	73.0	8404.0
411.4	Coronary atherosclerosis	Asian (all)	10.95	1033.0	8404.0
411.8	Other chronic ischemic heart disease, unspecified	Asian (all)	8.43	774.0	8404.0
440.0	Atherosclerosis	Asian (all)	0.04	4.0	9625.0
411.41	Aneurysm and dissection of heart	Asian (all)	0.3	25.0	8404.0
415.11	Pulmonary embolism and infarction, acute	Asian (all)	0.0	0.0	9683.0
415.0	Pulmonary heart disease	Asian (all)	0.41	40.0	9683.0
415.21	Primary pulmonary hypertension	Asian (all)	0.14	14.0	9683.0
415.2	Chronic pulmonary heart disease	Asian (all)	0.03	3.0	9683.0
420.2	Pericarditis	Asian (all)	0.37	36.0	9725.0
747.13	Congenital anomalies of great vessels	Asian (all)	0.53	52.0	9744.0
395.3	Nonrheumatic tricuspid valve disorders	Asian (all)	0.07	7.0	9605.0
395.4	Nonrheumatic pulmonary valve disorders	Asian (all)	0.03	3.0	9605.0
425.1	Primary/intrinsic cardiomyopathies	Asian (all)	0.26	25.0	9725.0
425.11	Hypertrophic obstructive cardiomyopathy	Asian (all)	0.03	3.0	9725.0
425.12	Other hypertrophic cardiomyopathy	Asian (all)	0.07	7.0	9725.0
425.8	Other cardiomyopathy	Asian (all)	0.02	2.0	9725.0
425.0	Cardiomyopathy	Asian (all)	0.0	0.0	9725.0
425.2	Secondary/extrinsic cardiomyopathies	Asian (all)	0.01	1.0	9725.0
426.21	First degree AV block	Asian (all)	0.43	39.0	9129.0
426.23	Second degree AV block	Asian (all)	0.19	17.0	9129.0
426.24	Atrioventricular block, complete	Asian (all)	0.2	18.0	9129.0
426.2	Atrioventricular [AV] block	Asian (all)	0.05	5.0	9129.0
426.32	Left bundle branch block	Asian (all)	0.79	73.0	9129.0
426.3	Bundle branch block	Asian (all)	0.11	10.0	9129.0
426.31	Right bundle branch block	Asian (all)	0.6	55.0	9129.0
426.25	Other heart block	Asian (all)	0.01	1.0	9129.0
426.4	Anomalous atrioventricular excitation	Asian (all)	0.01	1.0	9129.0
426.8	Other cardiac conduction disorders	Asian (all)	0.02	2.0	9129.0
426.0	Cardiac conduction disorders	Asian (all)	0.07	6.0	9129.0
427.42	Cardiac arrest	Asian (all)	0.59	54.0	9129.0
427.1	Paroxysmal tachycardia, unspecified	Asian (all)	0.03	3.0	9129.0
427.12	Paroxysmal ventricular tachycardia	Asian (all)	0.39	36.0	9129.0
427.11	Paroxysmal supraventricular tachycardia	Asian (all)	0.73	67.0	9129.0
427.2	Atrial fibrillation and flutter	Asian (all)	2.46	230.0	9129.0
427.41	Ventricular fibrillation and flutter	Asian (all)	0.14	13.0	9129.0
427.61	Supraventricular premature beats	Asian (all)	0.03	3.0	9129.0
427.6	Premature beats	Asian (all)	0.19	17.0	9129.0
427.3	Other specified cardiac dysrhythmias	Asian (all)	1.22	113.0	9129.0
427.8	Sinoatrial node dysfunction (Bradycardia)	Asian (all)	0.13	12.0	9129.0
427.5	Arrhythmia (cardiac) NOS	Asian (all)	0.17	16.0	9129.0
428.2	Heart failure NOS	Asian (all)	2.1	204.0	9525.0
428.1	Congestive heart failure (CHF) NOS	Asian (all)	1.21	117.0	9525.0
416.0	Cardiomegaly	Asian (all)	0.93	91.0	9683.0
430.1	Subarachnoid hemorrhage	Asian (all)	0.18	17.0	9561.0
459.9	Circulatory disease NEC	Asian (all)	4.21	406.0	9244.0
430.2	Intracerebral hemorrhage	Asian (all)	0.21	20.0	9561.0
430.3	Subdural hemorrhage	Asian (all)	0.11	11.0	9561.0
430.0	Intracranial hemorrhage	Asian (all)	0.0	0.0	9561.0
433.2	Occlusion of cerebral arteries	Asian (all)	0.78	75.0	9561.0
433.21	Cerebral artery occlusion, with cerebral infarction	Asian (all)	0.58	56.0	9561.0
433.11	Occlusion of cerebral arteries, with cerebral infarction	Asian (all)	0.04	4.0	9561.0
433.1	Occlusion and stenosis of precerebral arteries	Asian (all)	0.31	30.0	9561.0
433.3	Cerebral ischemia	Asian (all)	0.38	36.0	9561.0
442.4	Arterial dissection	Asian (all)	0.0	0.0	9625.0
433.5	Cerebral aneurysm	Asian (all)	0.13	12.0	9561.0
433.12	Cerebral atherosclerosis	Asian (all)	0.06	6.0	9561.0
433.32	Moyamoya disease	Asian (all)	0.01	1.0	9561.0
433.8	Late effects of cerebrovascular disease	Asian (all)	0.41	39.0	9561.0
440.9	Atherosclerosis of aorta	Asian (all)	0.05	5.0	9625.0
440.1	Atherosclerosis of renal artery	Asian (all)	0.07	7.0	9625.0
440.2	Atherosclerosis of the extremities	Asian (all)	0.08	8.0	9625.0
442.1	Aortic aneurysm	Asian (all)	0.11	11.0	9625.0
442.11	Abdominal aortic aneurysm	Asian (all)	0.08	8.0	9625.0
442.0	Other aneurysm	Asian (all)	0.0	0.0	9625.0
442.8	Aneurysm of other specified artery	Asian (all)	0.1	10.0	9625.0
442.2	Aneurysm of iliac artery	Asian (all)	0.01	1.0	9625.0
442.3	Aneurysm of artery of lower extremity	Asian (all)	0.05	5.0	9625.0
443.8	Other specified peripheral vascular diseases	Asian (all)	0.03	3.0	9625.0
443.1	Raynaud's syndrome	Asian (all)	0.21	20.0	9625.0
446.1	Thromboangiitis obliterans	Asian (all)	0.01	1.0	9625.0
443.9	Peripheral vascular disease, unspecified	Asian (all)	0.82	80.0	9625.0
444.0	Arterial embolism and thrombosis	Asian (all)	0.1	10.0	9625.0
444.2	Embolism and thrombosis of abdominal aorta	Asian (all)	0.01	1.0	9625.0
444.1	Arterial embolism and thrombosis of lower extremity artery	Asian (all)	0.08	8.0	9625.0
447.0	Other disorders of arteries and arterioles	Asian (all)	0.18	17.0	9625.0
447.1	Stricture of artery	Asian (all)	0.13	13.0	9625.0
446.9	Arteritis NOS	Asian (all)	0.11	11.0	9625.0
448.0	Disease of capillaries	Asian (all)	0.01	1.0	9625.0
217.1	Nevus, non-neoplastic	Asian (all)	0.06	6.0	9692.0
451.0	Phlebitis and thrombophlebitis	Asian (all)	0.15	13.0	8842.0
451.2	Phlebitis and thrombophlebitis of lower extremities	Asian (all)	0.52	46.0	8842.0
452.0	Other venous embolism and thrombosis	Asian (all)	0.08	7.0	8842.0
454.1	Varicose veins of lower extremity	Asian (all)	2.15	194.0	8842.0
454.11	Varicose veins of lower extremity, symptomtic	Asian (all)	0.26	23.0	8842.0
455.0	Hemorrhoids	Asian (all)	7.45	712.0	8842.0
530.2	Esophageal bleeding (varices/hemorrhage)	Asian (all)	0.61	53.0	8611.0
454.0	Varicose veins	Asian (all)	0.1	9.0	8842.0
452.8	Postphlebitic syndrome	Asian (all)	0.0	0.0	8842.0
459.0	Other disorders of circulatory system	Asian (all)	0.04	4.0	9244.0
456.0	Chronic venous insufficiency [CVI]	Asian (all)	0.12	11.0	8842.0
289.4	Lymphadenitis	Asian (all)	1.24	120.0	9586.0
450.0	Noninfectious disorders of lymphatic channels	Asian (all)	0.16	16.0	9807.0
458.9	Hypotension NOS	Asian (all)	1.34	126.0	9244.0
458.1	Orthostatic hypotension	Asian (all)	0.56	52.0	9244.0
458.2	Iatrogenic hypotension	Asian (all)	0.11	10.0	9244.0
429.1	Heart transplant/surgery	Asian (all)	0.03	3.0	9525.0
464.0	Acute sinusitis	Asian (all)	0.06	6.0	9745.0
465.2	Acute pharyngitis	Asian (all)	0.35	34.0	9745.0
474.1	Acute tonsillitis	Asian (all)	0.23	21.0	9287.0
465.4	Acute laryngitis and tracheitis	Asian (all)	0.01	1.0	9745.0
483.0	Acute bronchitis and bronchiolitis	Asian (all)	0.09	9.0	9481.0
481.0	Influenza	Asian (all)	0.24	23.0	9481.0
480.11	Pneumococcal pneumonia	Asian (all)	1.89	183.0	9481.0
