PheCode	Phenotype	Socio-economic Quintile	Prevalence	Cases	Controls
335.0	Multiple sclerosis	1	0.35	343.0	96929.0
341.0	Other demyelinating diseases of central nervous system	1	0.05	52.0	96929.0
323.2	Acute (transverse) myelitis	1	0.02	20.0	99952.0
345.0	Epilepsy, recurrent seizures, convulsions	1	0.7	681.0	96929.0
345.12	Partial epilepsy	1	0.07	68.0	96929.0
345.1	Epilepsy	1	0.08	74.0	96929.0
345.11	Generalized convulsive epilepsy	1	0.08	77.0	96929.0
345.3	Convulsions	1	0.54	523.0	96929.0
340.0	Migraine	1	0.73	720.0	97758.0
340.1	Migrain with aura	1	0.05	47.0	97758.0
339.0	Other headache syndromes	1	1.86	1848.0	97758.0
306.9	Tension headache	1	0.08	75.0	90981.0
433.31	Transient cerebral ischemia	1	0.52	516.0	97801.0
362.4	Retinal vascular changes and abnomalities	1	0.27	264.0	96495.0
433.0	Cerebrovascular disease	1	0.38	376.0	97801.0
327.41	Organic or persistent insomnia	1	0.03	32.0	99052.0
291.8	Alteration of consciousness	1	0.11	107.0	98484.0
327.3	Sleep apnea	1	0.99	992.0	99052.0
347.0	Cataplexy and narcolepsy	1	0.01	8.0	96929.0
352.1	Trigeminal nerve disorders [CN5]	1	0.13	127.0	96854.0
352.2	Facial nerve disorders [CN7]	1	0.23	219.0	96854.0
352.0	Disorders of other cranial nerves	1	0.01	14.0	96854.0
353.0	Nerve root and plexus disorders	1	0.29	281.0	96854.0
353.1	Nerve plexus lesions	1	0.03	29.0	96854.0
353.2	Nerve root lesions	1	0.0	4.0	96854.0
722.9	Other and unspecified disc disorder	1	1.01	1003.0	98104.0
907.0	Injuries to the nervous system	1	0.34	339.0	99894.0
351.0	Other peripheral nerve disorders	1	2.78	2773.0	96854.0
355.0	Complex regional/central pain syndrome	1	0.01	8.0	96854.0
356.0	Hereditary and idiopathic peripheral neuropathy	1	0.04	37.0	99677.0
316.1	Polyneuropathy due to drugs	1	0.03	24.0	94718.0
250.6	Polyneuropathy in diabetes	1	0.08	78.0	95737.0
358.1	Myasthenia gravis	1	0.05	49.0	99677.0
358.0	Myoneural disorders	1	0.01	10.0	99677.0
359.2	Myopathy	1	0.07	65.0	99677.0
359.1	Muscular dystrophies	1	0.03	28.0	99677.0
343.0	Infantile cerebral palsy	1	0.02	16.0	96929.0
342.0	Hemiplegia	1	0.3	294.0	96929.0
337.0	Disorders of the autonomic nervous system	1	0.05	46.0	96929.0
337.1	Peripheral autonomic neuropathy	1	0.02	15.0	96929.0
752.2	Other specified congenital anomalies of nervous system	1	0.01	11.0	100116.0
331.1	Hydrocephalus	1	0.15	141.0	96929.0
348.4	Cerebral cysts	1	0.04	42.0	96929.0
348.0	Other conditions of brain	1	0.03	31.0	96929.0
348.2	Cerebral edema and compression of brain	1	0.06	58.0	96929.0
798.1	Chronic fatigue syndrome	1	0.15	147.0	99334.0
348.9	Other conditions of brain, NOS	1	0.11	105.0	96929.0
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	1	0.15	143.0	92909.0
371.3	Inflammation of eyelids	1	0.64	634.0	97674.0
371.33	Noninfectious dermatoses of eyelid	1	0.01	6.0	97674.0
374.0	Other disorders of eyelids	1	0.78	763.0	97674.0
374.1	Ectropion or entropion	1	0.32	314.0	97674.0
374.2	Lagophthalmos	1	0.01	12.0	97674.0
374.3	Ptosis of eyelid	1	0.52	513.0	97674.0
375.0	Disorders of lacrimal system	1	0.49	482.0	98053.0
375.2	Epiphora	1	0.24	238.0	98053.0
376.0	Disorders of the orbit	1	0.02	15.0	98053.0
371.9	Chronic inflammatory disorders of orbit	1	0.0	3.0	97674.0
242.3	Exophthalmos	1	0.05	46.0	95729.0
369.5	Conjunctivitis, infectious	1	0.06	55.0	97674.0
371.2	Conjunctivitis, noninfectious	1	0.01	13.0	97674.0
372.0	Disorders of conjunctiva	1	0.2	196.0	97674.0
695.22	Pemphigus and pemphigoid	1	0.03	28.0	99109.0
371.0	Inflammation of the eye	1	0.02	24.0	97674.0
379.0	Other disorders of eye	1	0.08	80.0	98053.0
379.1	Scleritis and episcleritis	1	0.01	8.0	98053.0
370.0	Keratitis	1	0.04	38.0	97674.0
370.1	Corneal ulcer	1	0.04	43.0	97674.0
370.3	Keratoconjunctivitis	1	0.01	5.0	97674.0
364.1	Corneal opacity	1	0.02	20.0	96711.0
364.0	Corneal opacity and other disorders of cornea	1	0.06	62.0	96711.0
364.2	Corneal edema	1	0.03	26.0	96711.0
364.4	Corneal degenerations	1	0.04	39.0	96711.0
364.5	Corneal dystrophy	1	0.07	67.0	96711.0
364.41	Keratoconus	1	0.02	18.0	96711.0
360.0	Disorders of the globe	1	0.01	11.0	96711.0
371.1	Uveitis, noninfectious or NOS	1	0.13	130.0	97674.0
379.5	Disorders of iris and ciliary body	1	0.1	101.0	98053.0
366.2	Senile cataract	1	2.84	2745.0	93915.0
379.3	Aphakia and other disorders of lens	1	0.6	592.0	98053.0
366.0	Cataract	1	5.02	4967.0	93915.0
366.1	Nonsenile Cataract	1	0.01	10.0	93915.0
366.3	Traumatic cataract	1	0.03	29.0	93915.0
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	1	0.02	20.0	96711.0
363.3	Chorioretinal scars	1	0.03	28.0	96711.0
363.4	Choroidal degenerations	1	0.01	11.0	96711.0
361.1	Retinal detachment with retinal defect	1	0.43	421.0	96711.0
361.2	Retinoschisis and retinal cysts	1	0.02	24.0	96711.0
361.0	Retinal detachments and defects	1	0.66	647.0	96711.0
362.0	Other retinal disorders	1	0.3	286.0	96495.0
362.1	Retinopathy of prematurity	1	0.0	0.0	96495.0
362.3	Other nondiabetic retinopathy	1	0.01	14.0	96495.0
362.29	Macular degeneration (senile) of retina NOS	1	0.8	782.0	96495.0
362.6	Peripheral retinal degenerations	1	0.07	64.0	96495.0
362.7	Hereditary retinal dystrophies	1	0.02	22.0	96495.0
362.8	Retinal hemorrhage/ischemia	1	0.05	46.0	96495.0
362.31	Separation of retinal layers	1	0.04	34.0	96495.0
365.0	Glaucoma	1	1.16	1135.0	96711.0
365.11	Primary open angle glaucoma	1	0.38	369.0	96711.0
365.2	Primary angle-closure glaucoma	1	0.2	191.0	96711.0
379.2	Disorders of vitreous body	1	0.46	454.0	98053.0
360.2	Progressive myopia	1	0.07	64.0	96711.0
360.3	Hypotony of eye	1	0.01	8.0	96711.0
377.3	Optic neuritis/neuropathy	1	0.05	47.0	98053.0
377.0	Disorders of optic nerve and visual pathways	1	0.06	58.0	98053.0
377.1	Optic atrophy	1	0.01	10.0	98053.0
378.5	Paralytic strabismus	1	0.07	72.0	98053.0
378.0	Strabismus and other disorders of binocular eye movements	1	0.02	18.0	98053.0
378.1	Strabismus (not specified as paralytic)	1	0.19	191.0	98053.0
367.0	Disorders of refraction and accommodation; blindness and low vision	1	0.03	28.0	99493.0
367.8	Hypermetropia	1	0.07	72.0	99493.0
367.1	Myopia	1	0.44	441.0	99493.0
367.2	Astigmatism	1	0.07	65.0	99493.0
368.3	Anisometropia	1	0.05	54.0	99321.0
367.4	Presbyopia	1	0.01	8.0	99493.0
368.7	Disorders of accommodation	1	0.0	1.0	99321.0
368.0	Visual disturbances	1	0.28	281.0	99321.0
368.1	Amblyopia	1	0.15	151.0	99321.0
368.9	Subjective visual disturbances	1	0.16	162.0	99321.0
368.2	Diplopia and disorders of binocular vision	1	0.2	198.0	99321.0
368.4	Visual field defects	1	0.1	104.0	99321.0
368.5	Color vision deficiencies	1	0.0	0.0	99321.0
367.9	Blindness and low vision	1	0.15	149.0	99493.0
378.2	Nystagmus and other irregular eye movements	1	0.05	45.0	98053.0
379.4	Anomalies of pupillary function	1	0.02	21.0	98053.0
379.9	Pain, swelling or discharge of eye	1	0.04	39.0	98053.0
380.1	Otitis externa	1	0.12	117.0	99871.0
686.1	Carbuncle and furuncle	1	0.48	475.0	97644.0
385.3	Cholesteatoma	1	0.11	114.0	99361.0
380.0	Disorders of external ear	1	0.19	186.0	99871.0
380.4	Impacted cerumen	1	0.08	81.0	99871.0
381.11	Suppurative and unspecified otitis media	1	0.15	151.0	99361.0
381.2	Eustachian tube disorders	1	0.06	55.0	99361.0
381.3	Mastoiditis & related conditions	1	0.03	32.0	99361.0
384.4	Perforation of tympanic membrane	1	0.21	205.0	99361.0
384.0	Other disorders of tympanic membrane	1	0.08	79.0	99361.0
384.1	Myringitis	1	0.01	7.0	99361.0
385.0	Other disorders of middle ear and mastoid	1	0.03	34.0	99361.0
385.5	Tympanosclerosis and middle ear disease related to otitis media	1	0.04	44.0	99361.0
383.0	Otosclerosis	1	0.09	91.0	99361.0
386.0	Vertiginous syndromes and other disorders of vestibular system	1	0.01	10.0	98641.0
386.1	Meniere's disease	1	0.14	138.0	98641.0
386.21	Central origin vertigo	1	0.01	7.0	98641.0
386.3	Labyrinthitis	1	0.21	212.0	98641.0
389.3	Degenerative and vascular disorders of ear	1	0.01	12.0	98931.0
389.0	Hearing loss	1	0.97	968.0	98931.0
389.2	Conductive hearing loss	1	0.09	92.0	98931.0
389.1	Sensorineural hearing loss	1	0.15	148.0	98931.0
382.0	Otalgia	1	0.05	54.0	99361.0
381.9	Otorrhea	1	0.05	54.0	99361.0
389.4	Tinnitus	1	0.15	147.0	98931.0
389.5	Disorders of acoustic nerve	1	0.01	8.0	98931.0
388.0	Other disorders of ear	1	0.03	33.0	98931.0
41.21	Rheumatic fever / chorea	1	0.0	1.0	96535.0
394.4	Acute rheumatic heart disease	1	0.01	12.0	98199.0
420.21	Acute pericarditis	1	0.05	49.0	99357.0
420.1	Myocarditis	1	0.03	33.0	99357.0
394.2	Mitral valve disease	1	0.94	932.0	98199.0
394.0	Rheumatic disease of the heart valves	1	0.32	318.0	98199.0
394.3	Aortic valve disease	1	0.39	383.0	98199.0
394.7	Disease of tricuspid valve	1	0.38	374.0	98199.0
395.1	Nonrheumatic mitral valve disorders	1	0.91	903.0	98199.0
395.2	Nonrheumatic aortic valve disorders	1	0.07	64.0	98199.0
420.22	Chronic pericarditis	1	0.02	15.0	99357.0
401.1	Essential hypertension	1	20.06	20064.0	79971.0
401.21	Hypertensive heart disease	1	0.05	39.0	79971.0
401.22	Hypertensive chronic kidney disease	1	0.34	274.0	79971.0
401.2	Hypertensive heart and/or renal disease	1	0.01	6.0	79971.0
401.3	Other hypertensive complications	1	0.03	25.0	79971.0
411.3	Angina pectoris	1	3.79	3644.0	92533.0
411.1	Unstable angina (intermediate coronary syndrome)	1	1.16	1087.0	92533.0
411.2	Myocardial infarction	1	3.08	2940.0	92533.0
414.0	Other forms of chronic heart disease	1	0.58	538.0	92533.0
411.9	Other acute and subacute forms of ischemic heart disease	1	0.38	349.0	92533.0
411.4	Coronary atherosclerosis	1	5.06	4927.0	92533.0
411.8	Other chronic ischemic heart disease, unspecified	1	3.54	3393.0	92533.0
440.0	Atherosclerosis	1	0.04	36.0	98309.0
411.41	Aneurysm and dissection of heart	1	0.25	231.0	92533.0
415.11	Pulmonary embolism and infarction, acute	1	0.01	11.0	98547.0
415.0	Pulmonary heart disease	1	0.97	964.0	98547.0
415.21	Primary pulmonary hypertension	1	0.09	92.0	98547.0
415.2	Chronic pulmonary heart disease	1	0.03	28.0	98547.0
420.2	Pericarditis	1	0.31	307.0	99357.0
747.13	Congenital anomalies of great vessels	1	0.51	510.0	99466.0
395.3	Nonrheumatic tricuspid valve disorders	1	0.03	33.0	98199.0
395.4	Nonrheumatic pulmonary valve disorders	1	0.03	30.0	98199.0
425.1	Primary/intrinsic cardiomyopathies	1	0.3	298.0	99357.0
425.11	Hypertrophic obstructive cardiomyopathy	1	0.04	37.0	99357.0
425.12	Other hypertrophic cardiomyopathy	1	0.05	46.0	99357.0
425.8	Other cardiomyopathy	1	0.0	3.0	99357.0
425.0	Cardiomyopathy	1	0.0	2.0	99357.0
425.2	Secondary/extrinsic cardiomyopathies	1	0.0	0.0	99357.0
426.21	First degree AV block	1	0.31	285.0	92418.0
426.23	Second degree AV block	1	0.17	161.0	92418.0
426.24	Atrioventricular block, complete	1	0.2	187.0	92418.0
426.2	Atrioventricular [AV] block	1	0.03	25.0	92418.0
426.32	Left bundle branch block	1	0.57	528.0	92418.0
426.3	Bundle branch block	1	0.1	95.0	92418.0
426.31	Right bundle branch block	1	0.52	483.0	92418.0
426.25	Other heart block	1	0.03	29.0	92418.0
426.4	Anomalous atrioventricular excitation	1	0.06	52.0	92418.0
426.8	Other cardiac conduction disorders	1	0.02	21.0	92418.0
426.0	Cardiac conduction disorders	1	0.06	54.0	92418.0
427.42	Cardiac arrest	1	0.29	266.0	92418.0
427.1	Paroxysmal tachycardia, unspecified	1	0.03	32.0	92418.0
427.12	Paroxysmal ventricular tachycardia	1	0.24	220.0	92418.0
427.11	Paroxysmal supraventricular tachycardia	1	0.69	645.0	92418.0
427.2	Atrial fibrillation and flutter	1	4.37	4227.0	92418.0
427.41	Ventricular fibrillation and flutter	1	0.1	93.0	92418.0
427.61	Supraventricular premature beats	1	0.04	39.0	92418.0
427.6	Premature beats	1	0.23	212.0	92418.0
427.3	Other specified cardiac dysrhythmias	1	0.99	928.0	92418.0
427.8	Sinoatrial node dysfunction (Bradycardia)	1	0.15	138.0	92418.0
427.5	Arrhythmia (cardiac) NOS	1	0.29	265.0	92418.0
428.2	Heart failure NOS	1	1.09	1091.0	98642.0
428.1	Congestive heart failure (CHF) NOS	1	0.54	534.0	98642.0
416.0	Cardiomegaly	1	0.69	683.0	98547.0
430.1	Subarachnoid hemorrhage	1	0.2	199.0	97801.0
459.9	Circulatory disease NEC	1	4.29	4241.0	94624.0
430.2	Intracerebral hemorrhage	1	0.19	191.0	97801.0
430.3	Subdural hemorrhage	1	0.09	85.0	97801.0
430.0	Intracranial hemorrhage	1	0.03	25.0	97801.0
433.2	Occlusion of cerebral arteries	1	0.75	744.0	97801.0
433.21	Cerebral artery occlusion, with cerebral infarction	1	0.39	383.0	97801.0
433.11	Occlusion of cerebral arteries, with cerebral infarction	1	0.02	24.0	97801.0
433.1	Occlusion and stenosis of precerebral arteries	1	0.21	206.0	97801.0
433.3	Cerebral ischemia	1	0.27	261.0	97801.0
442.4	Arterial dissection	1	0.01	14.0	98309.0
433.5	Cerebral aneurysm	1	0.08	80.0	97801.0
433.12	Cerebral atherosclerosis	1	0.05	49.0	97801.0
433.32	Moyamoya disease	1	0.0	1.0	97801.0
433.8	Late effects of cerebrovascular disease	1	0.26	257.0	97801.0
440.9	Atherosclerosis of aorta	1	0.03	30.0	98309.0
440.1	Atherosclerosis of renal artery	1	0.01	11.0	98309.0
440.2	Atherosclerosis of the extremities	1	0.08	77.0	98309.0
442.1	Aortic aneurysm	1	0.17	171.0	98309.0
442.11	Abdominal aortic aneurysm	1	0.26	252.0	98309.0
442.0	Other aneurysm	1	0.01	5.0	98309.0
442.8	Aneurysm of other specified artery	1	0.04	44.0	98309.0
442.2	Aneurysm of iliac artery	1	0.03	26.0	98309.0
442.3	Aneurysm of artery of lower extremity	1	0.04	44.0	98309.0
443.8	Other specified peripheral vascular diseases	1	0.01	9.0	98309.0
443.1	Raynaud's syndrome	1	0.34	332.0	98309.0
446.1	Thromboangiitis obliterans	1	0.0	2.0	98309.0
443.9	Peripheral vascular disease, unspecified	1	0.47	468.0	98309.0
444.0	Arterial embolism and thrombosis	1	0.08	81.0	98309.0
444.2	Embolism and thrombosis of abdominal aorta	1	0.01	9.0	98309.0
444.1	Arterial embolism and thrombosis of lower extremity artery	1	0.1	94.0	98309.0
447.0	Other disorders of arteries and arterioles	1	0.12	120.0	98309.0
447.1	Stricture of artery	1	0.16	155.0	98309.0
446.9	Arteritis NOS	1	0.07	68.0	98309.0
448.0	Disease of capillaries	1	0.03	26.0	98309.0
217.1	Nevus, non-neoplastic	1	0.17	163.0	97841.0
451.0	Phlebitis and thrombophlebitis	1	0.09	85.0	90708.0
451.2	Phlebitis and thrombophlebitis of lower extremities	1	0.95	870.0	90708.0
452.0	Other venous embolism and thrombosis	1	0.14	129.0	90708.0
454.1	Varicose veins of lower extremity	1	2.65	2471.0	90708.0
454.11	Varicose veins of lower extremity, symptomtic	1	0.17	154.0	90708.0
455.0	Hemorrhoids	1	6.24	6038.0	90708.0
530.2	Esophageal bleeding (varices/hemorrhage)	1	0.42	379.0	90070.0
454.0	Varicose veins	1	0.11	103.0	90708.0
452.8	Postphlebitic syndrome	1	0.0	3.0	90708.0
459.0	Other disorders of circulatory system	1	0.03	27.0	94624.0
456.0	Chronic venous insufficiency [CVI]	1	0.06	51.0	90708.0
289.4	Lymphadenitis	1	0.67	667.0	98183.0
450.0	Noninfectious disorders of lymphatic channels	1	0.18	180.0	100053.0
458.9	Hypotension NOS	1	1.06	1010.0	94624.0
458.1	Orthostatic hypotension	1	0.4	382.0	94624.0
458.2	Iatrogenic hypotension	1	0.07	66.0	94624.0
429.1	Heart transplant/surgery	1	0.01	11.0	98642.0
464.0	Acute sinusitis	1	0.03	34.0	99627.0
465.2	Acute pharyngitis	1	0.22	223.0	99627.0
474.1	Acute tonsillitis	1	0.11	106.0	95803.0
465.4	Acute laryngitis and tracheitis	1	0.04	41.0	99627.0
483.0	Acute bronchitis and bronchiolitis	1	0.05	47.0	97580.0
481.0	Influenza	1	0.1	97.0	97580.0
480.11	Pneumococcal pneumonia	1	1.55	1534.0	97580.0
480.12	Pseudomonal pneumonia	1	0.02	21.0	97580.0
480.5	Bronchopneumonia and lung abscess	1	0.1	93.0	97580.0
503.0	Pulmonary congestion and hypostasis	1	0.1	99.0	97206.0
519.8	Other diseases of respiratory system, NEC	1	2.13	2128.0	97993.0
476.0	Allergic rhinitis	1	0.37	352.0	95803.0
472.0	Chronic pharyngitis and nasopharyngitis	1	0.24	233.0	95803.0
475.0	Chronic sinusitis	1	0.67	651.0	95803.0
471.0	Nasal polyps	1	0.85	824.0	95803.0
479.0	Other upper respiratory disease	1	0.95	920.0	95803.0
470.0	Septal Deviations/Turbinate Hypertrophy	1	1.12	1083.0	95803.0
474.2	Chronic tonsillitis and adenoiditis	1	0.22	216.0	95803.0
474.0	Acute and chronic tonsillitis	1	0.1	100.0	95803.0
473.1	Chronic laryngitis	1	0.02	19.0	95803.0
473.3	Paralysis/spasm of vocal cords or larynx	1	0.07	63.0	95803.0
473.0	Diseases of the larynx and vocal cords	1	0.33	315.0	95803.0
497.0	Bronchitis	1	0.14	128.0	92257.0
496.2	Chronic bronchitis	1	0.06	57.0	92257.0
496.1	Emphysema	1	0.31	283.0	92257.0
496.21	Obstructive chronic bronchitis	1	0.41	384.0	92257.0
496.0	Chronic airway obstruction	1	1.37	1284.0	92257.0
495.0	Asthma	1	6.66	6583.0	92257.0
495.2	Asthma with exacerbation	1	0.05	46.0	92257.0
496.3	Bronchiectasis	1	0.6	557.0	92257.0
500.2	Pneumoconiosis	1	0.05	51.0	97206.0
500.1	Extrinsic allergic alveolitis	1	0.02	23.0	97206.0
500.0	Lung disease due to external agents	1	0.03	26.0	97206.0
501.0	Pneumonitis due to inhalation of food or vomitus	1	0.17	167.0	97206.0
509.2	Respiratory insufficiency	1	0.35	342.0	97206.0
505.0	Other pulmonary inflamation or edema	1	0.01	8.0	97206.0
502.0	Postinflammatory pulmonary fibrosis	1	0.26	255.0	97206.0
506.0	Empyema and pneumothorax	1	0.27	267.0	97206.0
507.0	Pleurisy; pleural effusion	1	1.8	1780.0	97206.0
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	1	0.0	2.0	97206.0
519.2	Respiratory complications	1	0.05	52.0	97993.0
509.1	Respiratory failure	1	0.4	387.0	97206.0
508.0	Pulmonary collapse; interstitial and compensatory emphysema	1	0.61	598.0	97206.0
510.0	Other diseases of lung	1	0.23	230.0	99994.0
513.8	Disorders of diaphragm	1	0.05	46.0	100114.0
519.0	Other diseases of respiratory system, not elsewhere classified	1	0.02	21.0	97993.0
714.1	Rheumatoid arthritis	1	0.66	661.0	99279.0
520.0	Disorders of tooth development	1	0.01	8.0	97807.0
520.1	Hereditary disturbances in tooth structure	1	0.01	9.0	97807.0
520.2	Disturbances in tooth eruption	1	0.46	456.0	97807.0
521.1	Dental caries	1	0.68	668.0	97807.0
521.2	Dental abrasion, erosion and attrition	1	0.0	4.0	97807.0
521.4	Tooth complications likely association with other diseases	1	0.01	5.0	97807.0
523.0	Gingival and periodontal diseases	1	0.11	112.0	97807.0
521.0	Diseases of hard tissues of teeth	1	0.01	5.0	97807.0
522.0	Diseases of pulp and periapical tissues	1	0.15	145.0	97807.0
522.1	Pulpitis and necrosis of tooth pulp	1	0.01	14.0	97807.0
523.31	Acute periodontitis	1	0.04	38.0	97807.0
523.32	Chronic periodontitis	1	0.28	271.0	97807.0
522.5	Periapical abscess	1	0.29	282.0	97807.0
523.1	Gingivitis	1	0.03	29.0	97807.0
523.3	Periodontitis (acute or chronic)	1	0.0	1.0	97807.0
526.3	Anomalies of jaw size/symmetry	1	0.01	12.0	97807.0
524.3	Anomalies of tooth position/malocclusion	1	0.07	71.0	97807.0
524.0	Dentofacial anomalies, including malocclusion	1	0.01	8.0	97807.0
526.41	Temporomandibular joint disorder, unspecified	1	0.06	60.0	97807.0
525.0	Other diseases of the teeth and supporting structures	1	0.63	624.0	97807.0
525.2	Atrophy of edentulous alveolar ridge	1	0.02	15.0	97807.0
526.1	Cysts of the jaws	1	0.09	85.0	97807.0
706.2	Sebaceous cyst	1	1.97	1974.0	98061.0
528.4	Cysts of oral soft tissues	1	0.01	10.0	98764.0
526.9	Jaw disease NOS	1	0.05	52.0	97807.0
526.0	Diseases of the jaws	1	0.0	2.0	97807.0
526.5	Inflammatory conditions of jaw	1	0.02	20.0	97807.0
527.0	Diseases of the salivary glands	1	0.03	30.0	98764.0
527.1	Hypertrophy of salivary gland	1	0.02	15.0	98764.0
527.2	Sialoadenitis	1	0.09	86.0	98764.0
528.3	Cellulitis and abscess of oral soft tissues	1	0.03	34.0	98764.0
528.7	Sialolithiasis	1	0.06	64.0	98764.0
528.41	Cyst of the salivary gland	1	0.01	14.0	98764.0
527.7	Disturbance of salivary secretion	1	0.02	22.0	98764.0
527.8	Other specified diseases of the salivary glands	1	0.04	35.0	98764.0
528.12	Oral aphthae	1	0.02	22.0	98764.0
528.11	Stomatitis and mucositis (ulcerative)	1	0.11	111.0	98764.0
681.2	Cellulitis and abscess of face/neck	1	0.12	118.0	97644.0
528.5	Diseases of lips	1	0.21	205.0	98764.0
528.6	Leukoplakia of oral mucosa	1	0.09	87.0	98764.0
529.0	Diseases and other conditions of the tongue	1	0.25	250.0	98764.0
529.6	Glossodynia	1	0.01	8.0	98764.0
530.1	Esophagitis, GERD and related diseases	1	2.25	2076.0	90070.0
530.11	GERD	1	4.38	4127.0	90070.0
530.14	Reflux esophagitis	1	2.86	2649.0	90070.0
530.5	Disorders of esophageal motility	1	0.22	201.0	90070.0
530.12	Ulcer of esophagus	1	1.24	1129.0	90070.0
530.3	Stricture and stenosis of esophagus	1	0.55	497.0	90070.0
530.0	Diseases of esophagus	1	0.13	116.0	90070.0
530.6	Diverticulum of esophagus, acquired	1	0.04	33.0	90070.0
530.7	Gastroesophageal laceration-hemorrhage syndrome	1	0.07	64.0	90070.0
531.2	Gastric ulcer	1	0.95	944.0	98602.0
531.1	Hemorrhage from gastrointestinal ulcer	1	0.15	150.0	98602.0
531.3	Duodenal ulcer	1	0.61	607.0	98602.0
531.4	Peptic ulcer, site unspecified	1	0.07	72.0	98602.0
531.5	Gastrojejunal ulcer	1	0.01	7.0	98602.0
535.0	Gastritis and duodenitis	1	4.25	4117.0	92817.0
535.1	Acute gastritis	1	0.3	278.0	92817.0
535.8	Other specified gastritis	1	2.2	2085.0	92817.0
535.2	Atrophic gastritis	1	0.09	81.0	92817.0
535.6	Duodenitis	1	1.79	1690.0	92817.0
785.0	Abdominal pain	1	9.91	9929.0	90304.0
537.0	Other disorders of stomach and duodenum	1	0.89	834.0	92817.0
536.0	Disorders of function of stomach	1	0.01	8.0	92817.0
